occ_code,fips,emp,source_tag
11-3021,04,14271,real:OEWS_May2025_state; renormalized to national
11-3021,05,3420,real:OEWS_May2025_state; renormalized to national
11-3021,06,94724,real:OEWS_May2025_state; renormalized to national
11-3021,08,11511,real:OEWS_May2025_state; renormalized to national
11-3021,09,10571,real:OEWS_May2025_state; renormalized to national
11-3021,10,2140,real:OEWS_May2025_state; renormalized to national
11-3021,11,5690,real:OEWS_May2025_state; renormalized to national
11-3021,12,35042,real:OEWS_May2025_state; renormalized to national
11-3021,13,18561,real:OEWS_May2025_state; renormalized to national
11-3021,15,1200,real:OEWS_May2025_state; renormalized to national
11-3021,16,1950,real:OEWS_May2025_state; renormalized to national
11-3021,17,31682,real:OEWS_May2025_state; renormalized to national
11-3021,18,8060,real:OEWS_May2025_state; renormalized to national
11-3021,19,3920,real:OEWS_May2025_state; renormalized to national
11-3021,20,4050,real:OEWS_May2025_state; renormalized to national
11-3021,21,3130,real:OEWS_May2025_state; renormalized to national
11-3021,22,2860,real:OEWS_May2025_state; renormalized to national
11-3021,23,1450,real:OEWS_May2025_state; renormalized to national
11-3021,24,14621,real:OEWS_May2025_state; renormalized to national
11-3021,25,24911,real:OEWS_May2025_state; renormalized to national
11-3021,26,16011,real:OEWS_May2025_state; renormalized to national
11-3021,27,10971,real:OEWS_May2025_state; renormalized to national
11-3021,28,1710,real:OEWS_May2025_state; renormalized to national
11-3021,29,11131,real:OEWS_May2025_state; renormalized to national
11-3021,30,1180,real:OEWS_May2025_state; renormalized to national
11-3021,31,5070,real:OEWS_May2025_state; renormalized to national
11-3021,32,3610,real:OEWS_May2025_state; renormalized to national
11-3021,33,3810,real:OEWS_May2025_state; renormalized to national
11-3021,34,34472,real:OEWS_May2025_state; renormalized to national
11-3021,35,1500,real:OEWS_May2025_state; renormalized to national
11-3021,36,48052,real:OEWS_May2025_state; renormalized to national
11-3021,37,25651,real:OEWS_May2025_state; renormalized to national
11-3021,38,850,real:OEWS_May2025_state; renormalized to national
11-3021,39,19501,real:OEWS_May2025_state; renormalized to national
11-3021,40,3790,real:OEWS_May2025_state; renormalized to national
11-3021,41,7440,real:OEWS_May2025_state; renormalized to national
11-3021,42,27061,real:OEWS_May2025_state; renormalized to national
11-3021,44,1210,real:OEWS_May2025_state; renormalized to national
11-3021,45,4930,real:OEWS_May2025_state; renormalized to national
11-3021,46,380,real:OEWS_May2025_state; renormalized to national
11-3021,47,12041,real:OEWS_May2025_state; renormalized to national
11-3021,48,73063,real:OEWS_May2025_state; renormalized to national
11-3021,49,8810,real:OEWS_May2025_state; renormalized to national
11-3021,50,1100,real:OEWS_May2025_state; renormalized to national
11-3021,51,17551,real:OEWS_May2025_state; renormalized to national
11-3021,53,16961,real:OEWS_May2025_state; renormalized to national
11-3021,54,1100,real:OEWS_May2025_state; renormalized to national
11-3021,55,8880,real:OEWS_May2025_state; renormalized to national
11-3021,56,330,real:OEWS_May2025_state; renormalized to national
11-3031,01,7200,real:OEWS_May2025_state; renormalized to national
11-3031,02,2020,real:OEWS_May2025_state; renormalized to national
11-3031,04,14900,real:OEWS_May2025_state; renormalized to national
11-3031,05,7120,real:OEWS_May2025_state; renormalized to national
11-3031,06,93310,real:OEWS_May2025_state; renormalized to national
11-3031,08,10640,real:OEWS_May2025_state; renormalized to national
11-3031,09,20040,real:OEWS_May2025_state; renormalized to national
11-3031,10,2810,real:OEWS_May2025_state; renormalized to national
11-3031,11,8930,real:OEWS_May2025_state; renormalized to national
11-3031,12,48910,real:OEWS_May2025_state; renormalized to national
11-3031,13,21390,real:OEWS_May2025_state; renormalized to national
11-3031,15,3790,real:OEWS_May2025_state; renormalized to national
11-3031,16,3120,real:OEWS_May2025_state; renormalized to national
11-3031,17,52720,real:OEWS_May2025_state; renormalized to national
11-3031,18,12560,real:OEWS_May2025_state; renormalized to national
11-3031,19,9130,real:OEWS_May2025_state; renormalized to national
11-3031,20,5190,real:OEWS_May2025_state; renormalized to national
11-3031,21,6630,real:OEWS_May2025_state; renormalized to national
11-3031,22,7070,real:OEWS_May2025_state; renormalized to national
11-3031,23,3120,real:OEWS_May2025_state; renormalized to national
11-3031,24,19770,real:OEWS_May2025_state; renormalized to national
11-3031,25,26150,real:OEWS_May2025_state; renormalized to national
11-3031,26,22490,real:OEWS_May2025_state; renormalized to national
11-3031,27,16680,real:OEWS_May2025_state; renormalized to national
11-3031,28,3470,real:OEWS_May2025_state; renormalized to national
11-3031,29,13330,real:OEWS_May2025_state; renormalized to national
11-3031,30,1510,real:OEWS_May2025_state; renormalized to national
11-3031,31,5630,real:OEWS_May2025_state; renormalized to national
11-3031,32,8090,real:OEWS_May2025_state; renormalized to national
11-3031,33,4330,real:OEWS_May2025_state; renormalized to national
11-3031,34,32510,real:OEWS_May2025_state; renormalized to national
11-3031,35,2530,real:OEWS_May2025_state; renormalized to national
11-3031,36,80810,real:OEWS_May2025_state; renormalized to national
11-3031,37,22460,real:OEWS_May2025_state; renormalized to national
11-3031,38,2140,real:OEWS_May2025_state; renormalized to national
11-3031,39,27360,real:OEWS_May2025_state; renormalized to national
11-3031,40,6670,real:OEWS_May2025_state; renormalized to national
11-3031,41,7610,real:OEWS_May2025_state; renormalized to national
11-3031,42,32180,real:OEWS_May2025_state; renormalized to national
11-3031,44,2570,real:OEWS_May2025_state; renormalized to national
11-3031,45,9020,real:OEWS_May2025_state; renormalized to national
11-3031,46,1000,real:OEWS_May2025_state; renormalized to national
11-3031,47,17630,real:OEWS_May2025_state; renormalized to national
11-3031,48,71870,real:OEWS_May2025_state; renormalized to national
11-3031,49,8860,real:OEWS_May2025_state; renormalized to national
11-3031,50,1790,real:OEWS_May2025_state; renormalized to national
11-3031,51,20850,real:OEWS_May2025_state; renormalized to national
11-3031,53,12930,real:OEWS_May2025_state; renormalized to national
11-3031,54,2610,real:OEWS_May2025_state; renormalized to national
11-3031,55,15530,real:OEWS_May2025_state; renormalized to national
11-3031,56,730,real:OEWS_May2025_state; renormalized to national
11-3051,01,3813,real:OEWS_May2025_state; renormalized to national
11-3051,02,432,real:OEWS_May2025_state; renormalized to national
11-3051,04,3823,real:OEWS_May2025_state; renormalized to national
11-3051,05,2696,real:OEWS_May2025_state; renormalized to national
11-3051,06,26469,real:OEWS_May2025_state; renormalized to national
11-3051,08,1822,real:OEWS_May2025_state; renormalized to national
11-3051,09,3539,real:OEWS_May2025_state; renormalized to national
11-3051,10,390,real:OEWS_May2025_state; renormalized to national
11-3051,11,53,real:OEWS_May2025_state; renormalized to national
11-3051,12,9985,real:OEWS_May2025_state; renormalized to national
11-3051,13,5804,real:OEWS_May2025_state; renormalized to national
11-3051,15,137,real:OEWS_May2025_state; renormalized to national
11-3051,16,1274,real:OEWS_May2025_state; renormalized to national
11-3051,17,12187,real:OEWS_May2025_state; renormalized to national
11-3051,18,9901,real:OEWS_May2025_state; renormalized to national
11-3051,19,3813,real:OEWS_May2025_state; renormalized to national
11-3051,20,2549,real:OEWS_May2025_state; renormalized to national
11-3051,21,6773,real:OEWS_May2025_state; renormalized to national
11-3051,22,2823,real:OEWS_May2025_state; renormalized to national
11-3051,23,843,real:OEWS_May2025_state; renormalized to national
11-3051,24,2612,real:OEWS_May2025_state; renormalized to national
11-3051,25,4708,real:OEWS_May2025_state; renormalized to national
11-3051,26,15083,real:OEWS_May2025_state; renormalized to national
11-3051,27,5351,real:OEWS_May2025_state; renormalized to national
11-3051,28,2412,real:OEWS_May2025_state; renormalized to national
11-3051,29,4329,real:OEWS_May2025_state; renormalized to national
11-3051,30,284,real:OEWS_May2025_state; renormalized to national
11-3051,31,2275,real:OEWS_May2025_state; renormalized to national
11-3051,32,1706,real:OEWS_May2025_state; renormalized to national
11-3051,33,1622,real:OEWS_May2025_state; renormalized to national
11-3051,34,7141,real:OEWS_May2025_state; renormalized to national
11-3051,35,706,real:OEWS_May2025_state; renormalized to national
11-3051,36,6983,real:OEWS_May2025_state; renormalized to national
11-3051,37,10154,real:OEWS_May2025_state; renormalized to national
11-3051,38,516,real:OEWS_May2025_state; renormalized to national
11-3051,39,15052,real:OEWS_May2025_state; renormalized to national
11-3051,40,2254,real:OEWS_May2025_state; renormalized to national
11-3051,41,3318,real:OEWS_May2025_state; renormalized to national
11-3051,42,10744,real:OEWS_May2025_state; renormalized to national
11-3051,44,990,real:OEWS_May2025_state; renormalized to national
11-3051,45,6731,real:OEWS_May2025_state; renormalized to national
11-3051,46,758,real:OEWS_May2025_state; renormalized to national
11-3051,47,6646,real:OEWS_May2025_state; renormalized to national
11-3051,48,22330,real:OEWS_May2025_state; renormalized to national
11-3051,49,2728,real:OEWS_May2025_state; renormalized to national
11-3051,50,506,real:OEWS_May2025_state; renormalized to national
11-3051,51,2707,real:OEWS_May2025_state; renormalized to national
11-3051,53,5014,real:OEWS_May2025_state; renormalized to national
11-3051,54,1053,real:OEWS_May2025_state; renormalized to national
11-3051,56,411,real:OEWS_May2025_state; renormalized to national
11-3061,01,1520,real:OEWS_May2025_state; renormalized to national
11-3061,02,140,real:OEWS_May2025_state; renormalized to national
11-3061,04,1631,real:OEWS_May2025_state; renormalized to national
11-3061,05,930,real:OEWS_May2025_state; renormalized to national
11-3061,06,7472,real:OEWS_May2025_state; renormalized to national
11-3061,08,1320,real:OEWS_May2025_state; renormalized to national
11-3061,09,1420,real:OEWS_May2025_state; renormalized to national
11-3061,10,150,real:OEWS_May2025_state; renormalized to national
11-3061,11,1110,real:OEWS_May2025_state; renormalized to national
11-3061,12,3961,real:OEWS_May2025_state; renormalized to national
11-3061,13,3431,real:OEWS_May2025_state; renormalized to national
11-3061,15,220,real:OEWS_May2025_state; renormalized to national
11-3061,16,270,real:OEWS_May2025_state; renormalized to national
11-3061,17,4161,real:OEWS_May2025_state; renormalized to national
11-3061,18,1190,real:OEWS_May2025_state; renormalized to national
11-3061,19,610,real:OEWS_May2025_state; renormalized to national
11-3061,20,920,real:OEWS_May2025_state; renormalized to national
11-3061,21,920,real:OEWS_May2025_state; renormalized to national
11-3061,22,470,real:OEWS_May2025_state; renormalized to national
11-3061,23,170,real:OEWS_May2025_state; renormalized to national
11-3061,24,2381,real:OEWS_May2025_state; renormalized to national
11-3061,25,2161,real:OEWS_May2025_state; renormalized to national
11-3061,26,2781,real:OEWS_May2025_state; renormalized to national
11-3061,27,1340,real:OEWS_May2025_state; renormalized to national
11-3061,28,320,real:OEWS_May2025_state; renormalized to national
11-3061,29,960,real:OEWS_May2025_state; renormalized to national
11-3061,30,160,real:OEWS_May2025_state; renormalized to national
11-3061,31,440,real:OEWS_May2025_state; renormalized to national
11-3061,32,450,real:OEWS_May2025_state; renormalized to national
11-3061,33,540,real:OEWS_May2025_state; renormalized to national
11-3061,34,3431,real:OEWS_May2025_state; renormalized to national
11-3061,35,240,real:OEWS_May2025_state; renormalized to national
11-3061,36,6932,real:OEWS_May2025_state; renormalized to national
11-3061,37,2671,real:OEWS_May2025_state; renormalized to national
11-3061,38,50,real:OEWS_May2025_state; renormalized to national
11-3061,39,3491,real:OEWS_May2025_state; renormalized to national
11-3061,40,480,real:OEWS_May2025_state; renormalized to national
11-3061,41,980,real:OEWS_May2025_state; renormalized to national
11-3061,42,2531,real:OEWS_May2025_state; renormalized to national
